case_id	case_tree	num_mutations
window2:91_44_63_29	(Sample3:7.00000,(Sample2:7.00000,Sample4:15.00000):5.00000,Sample1:6.00000);	31
window2:94_82_40_9	(Sample3:5.50000,(Sample2:4.50000,Sample4:18.50000):5.50000,Sample1:14.50000);	37
window2:96_41_47_56	(Sample3:4.50000,(Sample2:4.50000,Sample4:11.50000):15.50000,Sample1:14.50000);	41
window2:95_39_66_73	(Sample3:12.00000,(Sample2:7.00000,Sample4:11.00000):9.00000,Sample1:11.00000);	39
window2:91_15_86_29	(Sample3:10.50000,(Sample2:5.50000,Sample4:15.50000):5.50000,Sample1:4.50000);	32
window2:96_21_62_83	(Sample2:5.00000,(Sample3:9.00000,Sample4:13.00000):2.00000,Sample1:14.00000);	32
window2:94_38_86_32	(Sample3:5.50000,(Sample2:6.50000,Sample4:24.50000):3.50000,Sample1:13.50000);	41
window2:93_55_78_69	(Sample3:9.50000,(Sample2:7.50000,Sample4:18.50000):4.50000,Sample1:16.50000);	43
window2:96_43_63_34	(Sample3:4.00000,(Sample2:5.00000,Sample4:22.00000):5.00000,Sample1:14.00000);	38
window2:93_5_1_64	(Sample3:6.00000,(Sample2:5.00000,Sample4:10.00000):3.00000,Sample1:25.00000);	37
window2:94_46_66_29	(Sample2:8.00000,(Sample3:8.00000,Sample4:20.00000):5.00000,Sample1:8.00000);	38
window2:94_15_87_27	(Sample2:6.00000,(Sample3:6.00000,Sample4:7.00000):10.00000,Sample1:15.00000);	35
window2:92_18_66_89	(Sample3:5.00000,(Sample2:6.00000,Sample4:14.00000):11.00000,Sample1:13.00000);	39
window2:94_55_49_6	(Sample3:6.50000,(Sample2:4.50000,Sample4:16.50000):8.50000,Sample1:17.50000);	42
window2:93_13_85_69	(Sample2:9.50000,(Sample3:6.50000,Sample4:14.50000):4.50000,Sample1:16.50000);	39
window2:93_31_77_52	(Sample2:9.00000,(Sample3:7.00000,Sample4:9.00000):13.00000,Sample1:11.00000);	40
window2:97_35_42_10	(Sample2:7.50000,(Sample3:3.50000,Sample4:10.50000):3.50000,Sample1:20.50000);	35
window2:92_35_1_79	((Sample2:8.00000,Sample3:7.00000):2.00000,Sample4:12.00000,Sample1:21.00000);	38
window2:96_35_4_29	(Sample2:6.50000,(Sample3:8.50000,Sample4:9.50000):1.50000,Sample1:24.50000);	38
window2:94_54_74_6	(Sample2:3.50000,(Sample3:8.50000,Sample4:11.50000):11.50000,Sample1:19.50000);	43
window2:91_36_66_29	(Sample3:6.50000,(Sample2:6.50000,Sample4:11.50000):9.50000,Sample1:5.50000);	32
window2:95_22_62_56	(Sample2:4.50000,(Sample3:5.50000,Sample4:20.50000):0.50000,Sample1:14.50000);	34
window2:97_16_25_52	(Sample2:9.00000,(Sample3:8.00000,Sample4:10.00000):4.00000,Sample1:19.00000);	38
window2:97_39_14_83	(Sample3:17.00000,(Sample2:9.00000,Sample4:8.00000):3.00000,Sample1:12.00000);	37
window2:96_80_19_56	(Sample2:5.50000,(Sample3:4.50000,Sample4:17.50000):9.50000,Sample1:12.50000);	39
window2:95_15_11_65	(Sample3:8.50000,(Sample2:8.50000,Sample4:15.50000):4.50000,Sample1:9.50000);	36
window2:94_15_78_30	(Sample2:10.00000,(Sample3:13.00000,Sample4:2.00000):3.00000,Sample1:11.00000);	30
window2:94_38_61_9	((Sample2:4.00000,Sample3:5.00000):5.00000,Sample4:23.00000,Sample1:15.00000);	40
window2:94_31_11_68	(Sample2:7.00000,(Sample3:8.00000,Sample4:23.00000):4.00000,Sample1:13.00000);	42
window2:94_3_71_51	((Sample2:6.00000,Sample3:5.00000):6.00000,Sample4:18.00000,Sample1:13.00000);	37
window2:96_20_8_69	(Sample2:7.50000,(Sample3:5.50000,Sample4:16.50000):3.50000,Sample1:16.50000);	38
window2:91_80_71_34	(Sample3:12.00000,(Sample2:7.00000,Sample4:21.00000):4.00000,Sample1:8.00000);	40
window2:93_70_63_29	(Sample3:3.00000,(Sample2:4.00000,Sample4:18.00000):5.00000,Sample1:14.00000);	34
window2:94_31_77_89	(Sample2:7.50000,(Sample3:6.50000,Sample4:10.50000):13.50000,Sample1:12.50000);	41
window2:97_3_49_6	((Sample2:3.50000,Sample3:3.50000):8.50000,Sample4:19.50000,Sample1:17.50000);	41
window2:95_20_19_29	(Sample3:5.00000,(Sample2:7.00000,Sample4:14.00000):4.00000,Sample1:13.00000);	33
window2:97_21_75_27	(Sample2:5.00000,(Sample3:17.00000,Sample4:15.00000):1.00000,Sample1:11.00000);	37
window2:98_53_59_69	(Sample3:2.50000,(Sample2:4.50000,Sample4:21.50000):5.50000,Sample1:12.50000);	36
window2:97_33_17_79	(Sample2:13.00000,(Sample3:4.00000,Sample4:9.00000):3.00000,Sample1:18.00000);	36
window2:91_18_57_79	(Sample3:11.00000,(Sample2:6.00000,Sample4:17.00000):5.00000,Sample1:9.00000);	37
window2:91_18_17_6	(Sample2:5.50000,(Sample3:5.50000,Sample4:9.50000):6.50000,Sample1:16.50000);	34
window2:98_33_49_68	(Sample3:6.00000,(Sample2:5.00000,Sample4:16.00000):12.00000,Sample1:17.00000);	45
window2:93_46_66_88	(Sample3:10.00000,(Sample2:7.00000,Sample4:26.00000):4.00000,Sample1:8.00000);	42
window2:91_54_76_29	((Sample2:4.50000,Sample3:11.50000):2.50000,Sample4:17.50000,Sample1:8.50000);	34
window2:97_82_17_24	(Sample2:6.50000,(Sample3:4.50000,Sample4:16.50000):6.50000,Sample1:14.50000);	38
window2:96_55_26_56	(Sample2:7.50000,(Sample3:4.50000,Sample4:10.50000):3.50000,Sample1:25.50000);	39
window2:91_21_42_32	(Sample2:5.00000,(Sample3:6.00000,Sample4:9.00000):9.00000,Sample1:13.00000);	33
window2:96_22_63_30	(Sample3:6.50000,(Sample2:8.50000,Sample4:6.50000):1.50000,Sample1:11.50000);	26
window2:93_13_57_73	(Sample3:9.50000,(Sample2:8.50000,Sample4:19.50000):2.50000,Sample1:14.50000);	41
window2:93_21_77_37	(Sample2:3.00000,(Sample3:7.00000,Sample4:11.00000):10.00000,Sample1:15.00000);	37
window2:96_39_62_37	(Sample3:9.00000,(Sample2:8.00000,Sample4:15.00000):6.00000,Sample1:15.00000);	41
window2:93_15_58_2	(Sample3:8.00000,(Sample2:4.00000,Sample4:22.00000):7.00000,Sample1:10.00000);	40
window2:94_41_63_89	(Sample3:3.00000,(Sample2:7.00000,Sample4:12.00000):12.00000,Sample1:14.00000);	39
window2:93_12_77_32	(Sample2:7.00000,(Sample3:4.00000,Sample4:12.00000):3.00000,Sample1:24.00000);	38
window2:97_22_11_56	(Sample2:3.50000,(Sample3:8.50000,Sample4:19.50000):1.50000,Sample1:16.50000);	37
window2:96_20_42_30	((Sample2:7.50000,Sample3:13.50000):4.50000,Sample4:5.50000,Sample1:12.50000);	33
window2:95_3_8_88	(Sample3:4.00000,(Sample2:11.00000,Sample4:21.00000):3.00000,Sample1:15.00000);	41
window2:95_21_45_9	(Sample2:4.50000,(Sample3:6.50000,Sample4:14.50000):3.50000,Sample1:14.50000);	33
window2:98_60_58_32	(Sample3:6.50000,(Sample2:2.50000,Sample4:21.50000):10.50000,Sample1:10.50000);	41
window2:98_18_62_24	(Sample3:2.00000,(Sample2:5.00000,Sample4:22.00000):3.00000,Sample1:18.00000);	38
window2:93_21_75_64	(Sample2:6.00000,(Sample3:12.00000,Sample4:20.00000):3.00000,Sample1:12.00000);	40
window2:94_16_17_68	(Sample2:8.50000,(Sample3:3.50000,Sample4:12.50000):5.50000,Sample1:21.50000);	40
window2:92_12_23_89	(Sample2:7.50000,(Sample3:4.50000,Sample4:9.50000):4.50000,Sample1:23.50000);	38
window2:96_46_40_37	(Sample2:4.50000,(Sample3:4.50000,Sample4:22.50000):3.50000,Sample1:12.50000);	36
window2:93_60_7_56	(Sample2:3.50000,(Sample3:4.50000,Sample4:14.50000):7.50000,Sample1:17.50000);	37
window2:98_21_66_24	(Sample3:7.00000,(Sample2:5.00000,Sample4:20.00000):8.00000,Sample1:12.00000);	41
window2:96_44_85_73	(Sample2:5.00000,(Sample3:8.00000,Sample4:13.00000):4.00000,Sample1:18.00000);	37
window2:97_12_66_29	(Sample3:8.00000,(Sample2:7.00000,Sample4:12.00000):7.00000,Sample1:14.00000);	37
window2:91_41_14_73	(Sample3:11.00000,(Sample2:7.00000,Sample4:14.00000):9.00000,Sample1:8.00000);	39
window2:91_54_23_50	(Sample2:6.00000,(Sample3:4.00000,Sample4:11.00000):12.00000,Sample1:11.00000);	36
window2:97_5_26_52	((Sample2:6.00000,Sample3:2.00000):2.00000,Sample4:9.00000,Sample1:22.00000);	31
window2:93_33_66_67	(Sample3:6.50000,(Sample2:6.50000,Sample4:12.50000):15.50000,Sample1:11.50000);	43
window2:91_12_63_50	(Sample3:4.50000,(Sample2:3.50000,Sample4:18.50000):8.50000,Sample1:8.50000);	34
window2:94_80_74_10	(Sample2:2.50000,(Sample3:10.50000,Sample4:10.50000):15.50000,Sample1:14.50000);	44
window2:95_44_86_9	(Sample3:13.50000,(Sample2:3.50000,Sample4:18.50000):4.50000,Sample1:10.50000);	39
window2:97_5_40_6	(Sample3:9.00000,(Sample2:2.00000,Sample4:9.00000):13.00000,Sample1:15.00000);	39
window2:95_36_47_30	((Sample2:10.50000,Sample3:9.50000):3.50000,Sample4:1.50000,Sample1:12.50000);	29
window2:96_82_4_73	(Sample2:4.50000,(Sample3:7.50000,Sample4:12.50000):3.50000,Sample1:21.50000);	38
window2:93_3_7_10	(Sample2:10.00000,(Sample3:4.00000,Sample4:12.00000):9.00000,Sample1:17.00000);	41
window2:94_53_62_10	((Sample2:4.50000,Sample3:4.50000):1.50000,Sample4:23.50000,Sample1:16.50000);	38
window2:98_46_14_37	(Sample2:4.50000,(Sample3:8.50000,Sample4:25.50000):3.50000,Sample1:10.50000);	40
window2:97_44_4_56	(Sample2:4.50000,(Sample3:7.50000,Sample4:11.50000):7.50000,Sample1:15.50000);	36
window2:92_41_19_51	(Sample3:5.50000,(Sample2:10.50000,Sample4:11.50000):3.50000,Sample1:17.50000);	37
window2:98_21_77_64	(Sample2:5.50000,(Sample3:4.50000,Sample4:13.50000):9.50000,Sample1:17.50000);	40
window2:95_36_71_68	(Sample3:12.50000,(Sample2:3.50000,Sample4:16.50000):7.50000,Sample1:14.50000);	42
window2:95_3_42_29	(Sample2:15.00000,(Sample3:5.00000,Sample4:9.00000):7.00000,Sample1:15.00000);	40
window2:95_36_25_84	((Sample2:7.50000,Sample3:9.50000):3.50000,Sample4:7.50000,Sample1:18.50000);	35
window2:97_13_8_6	(Sample2:5.50000,(Sample3:6.50000,Sample4:16.50000):2.50000,Sample1:18.50000);	37
window2:95_55_7_37	(Sample3:6.00000,(Sample2:11.00000,Sample4:14.00000):2.00000,Sample1:17.00000);	38
window2:92_36_61_56	(Sample3:6.50000,(Sample2:2.50000,Sample4:14.50000):11.50000,Sample1:16.50000);	41
window2:95_54_14_81	((Sample2:3.50000,Sample3:12.50000):5.50000,Sample4:20.50000,Sample1:11.50000);	41
window2:94_70_87_83	(Sample2:8.50000,(Sample3:6.50000,Sample4:6.50000):8.50000,Sample1:15.50000);	36
window2:92_60_76_2	(Sample3:12.00000,(Sample2:4.00000,Sample4:22.00000):4.00000,Sample1:13.00000);	42
window2:98_82_4_69	(Sample2:2.50000,(Sample3:6.50000,Sample4:13.50000):5.50000,Sample1:21.50000);	38
window2:92_12_40_65	(Sample3:4.50000,(Sample2:8.50000,Sample4:15.50000):4.50000,Sample1:15.50000);	37
window2:96_60_58_67	(Sample3:7.00000,(Sample2:3.00000,Sample4:20.00000):10.00000,Sample1:10.00000);	40
window2:98_18_71_88	(Sample3:5.00000,(Sample2:2.00000,Sample4:23.00000):12.00000,Sample1:12.00000);	43
window2:91_70_90_84	(Sample2:6.50000,(Sample3:4.50000,Sample4:10.50000):8.50000,Sample1:7.50000);	30
window2:95_60_86_51	(Sample2:8.50000,(Sample3:13.50000,Sample4:16.50000):1.50000,Sample1:9.50000);	37
window2:97_15_8_30	(Sample2:4.50000,(Sample3:7.50000,Sample4:1.50000):7.50000,Sample1:12.50000);	27
window2:91_44_76_69	(Sample3:12.50000,(Sample2:5.50000,Sample4:18.50000):3.50000,Sample1:8.50000);	37
window2:98_82_78_64	(Sample3:7.50000,(Sample2:2.50000,Sample4:19.50000):8.50000,Sample1:13.50000);	40
window2:97_43_58_2	(Sample3:8.00000,(Sample2:6.00000,Sample4:21.00000):5.00000,Sample1:14.00000);	41
window2:94_54_63_34	(Sample3:4.00000,(Sample2:6.00000,Sample4:24.00000):3.00000,Sample1:13.00000);	38
window2:94_22_17_37	(Sample2:5.50000,(Sample3:2.50000,Sample4:14.50000):7.50000,Sample1:16.50000);	36
window2:95_22_62_24	((Sample2:6.00000,Sample3:5.00000):2.00000,Sample4:22.00000,Sample1:12.00000);	35
window2:95_33_42_34	(Sample3:5.00000,(Sample2:7.00000,Sample4:11.00000):4.00000,Sample1:20.00000);	36
window2:92_12_48_81	((Sample2:6.50000,Sample3:6.50000):4.50000,Sample4:13.50000,Sample1:21.50000);	40
window2:93_35_4_9	(Sample2:6.50000,(Sample3:7.50000,Sample4:10.50000):2.50000,Sample1:23.50000);	38
window2:94_36_14_51	(Sample3:9.00000,(Sample2:9.00000,Sample4:14.00000):4.00000,Sample1:16.00000);	40
window2:94_38_45_2	(Sample2:7.50000,(Sample3:6.50000,Sample4:17.50000):3.50000,Sample1:18.50000);	41
window2:92_5_42_10	(Sample3:2.50000,(Sample2:3.50000,Sample4:8.50000):3.50000,Sample1:27.50000);	35
window2:94_70_45_6	(Sample2:4.50000,(Sample3:4.50000,Sample4:17.50000):4.50000,Sample1:19.50000);	39
window2:96_54_7_27	(Sample2:9.50000,(Sample3:5.50000,Sample4:11.50000):7.50000,Sample1:14.50000);	38
window2:95_20_87_68	(Sample2:6.00000,(Sample3:4.00000,Sample4:10.00000):9.00000,Sample1:16.00000);	36
window2:91_20_25_29	(Sample2:5.50000,(Sample3:9.50000,Sample4:7.50000):7.50000,Sample1:11.50000);	33
window2:95_55_49_64	(Sample3:10.00000,(Sample2:8.00000,Sample4:17.00000):2.00000,Sample1:17.00000);	41
window2:95_54_78_30	((Sample2:4.50000,Sample3:10.50000):4.50000,Sample4:0.50000,Sample1:13.50000);	26
window2:98_20_1_27	(Sample2:7.00000,(Sample3:7.00000,Sample4:11.00000):5.00000,Sample1:19.00000);	38
window2:97_20_11_64	(Sample2:6.00000,(Sample3:11.00000,Sample4:17.00000):3.00000,Sample1:13.00000);	38
window2:93_39_26_37	(Sample2:4.50000,(Sample3:3.50000,Sample4:13.50000):3.50000,Sample1:21.50000);	35
window2:93_22_75_6	(Sample3:10.00000,(Sample2:5.00000,Sample4:22.00000):3.00000,Sample1:15.00000);	42
window2:91_20_85_37	(Sample2:5.50000,(Sample3:6.50000,Sample4:11.50000):7.50000,Sample1:11.50000);	33
window2:93_53_49_2	(Sample3:7.50000,(Sample2:2.50000,Sample4:22.50000):1.50000,Sample1:16.50000);	38
window2:91_43_76_37	(Sample3:12.00000,(Sample2:4.00000,Sample4:21.00000):2.00000,Sample1:9.00000);	36
window2:91_13_7_6	(Sample2:6.50000,(Sample3:4.50000,Sample4:12.50000):6.50000,Sample1:13.50000);	34
window2:91_39_71_79	(Sample3:12.50000,(Sample2:8.50000,Sample4:12.50000):9.50000,Sample1:7.50000);	40
window2:92_53_1_65	(Sample2:6.00000,(Sample3:5.00000,Sample4:11.00000):8.00000,Sample1:16.00000);	36
window2:95_15_85_34	(Sample2:6.50000,(Sample3:4.50000,Sample4:11.50000):8.50000,Sample1:15.50000);	37
window2:98_41_90_6	(Sample3:4.50000,(Sample2:3.50000,Sample4:10.50000):10.50000,Sample1:22.50000);	41
window2:98_41_90_67	(Sample3:4.00000,(Sample2:6.00000,Sample4:11.00000):8.00000,Sample1:23.00000);	41
window2:98_31_62_6	(Sample3:5.00000,(Sample2:8.00000,Sample4:21.00000):6.00000,Sample1:15.00000);	42
window2:93_35_17_73	(Sample2:8.50000,(Sample3:5.50000,Sample4:10.50000):2.50000,Sample1:21.50000);	37
window2:94_3_25_89	(Sample2:7.50000,(Sample3:5.50000,Sample4:9.50000):10.50000,Sample1:19.50000);	42
window2:91_46_78_79	((Sample2:6.50000,Sample3:11.50000):2.50000,Sample4:20.50000,Sample1:8.50000);	37
window2:92_41_74_10	(Sample2:4.50000,(Sample3:10.50000,Sample4:10.50000):1.50000,Sample1:28.50000);	42
window2:92_39_62_50	(Sample3:8.00000,(Sample2:5.00000,Sample4:14.00000):9.00000,Sample1:15.00000);	40
window2:92_20_45_65	(Sample2:5.00000,(Sample3:7.00000,Sample4:13.00000):3.00000,Sample1:18.00000);	35
window2:94_55_58_73	(Sample3:5.50000,(Sample2:8.50000,Sample4:15.50000):9.50000,Sample1:12.50000);	41
window2:93_43_86_24	(Sample3:6.00000,(Sample2:7.00000,Sample4:22.00000):3.00000,Sample1:13.00000);	39
window2:93_44_11_37	(Sample3:8.00000,(Sample2:5.00000,Sample4:20.00000):2.00000,Sample1:15.00000);	38
window2:94_35_4_32	(Sample2:6.50000,(Sample3:5.50000,Sample4:9.50000):4.50000,Sample1:23.50000);	38
window2:94_70_77_68	(Sample2:5.50000,(Sample3:3.50000,Sample4:13.50000):9.50000,Sample1:18.50000);	40
window2:96_12_63_88	(Sample3:3.00000,(Sample2:4.00000,Sample4:18.00000):11.00000,Sample1:15.00000);	41
window2:97_55_86_50	(Sample3:9.50000,(Sample2:4.50000,Sample4:18.50000):7.50000,Sample1:13.50000);	42
window2:91_54_78_29	((Sample2:3.50000,Sample3:11.50000):3.50000,Sample4:17.50000,Sample1:8.50000);	34
window2:97_55_48_9	(Sample2:7.00000,(Sample3:6.00000,Sample4:12.00000):2.00000,Sample1:21.00000);	36
window2:98_46_62_34	(Sample2:4.50000,(Sample3:4.50000,Sample4:25.50000):6.50000,Sample1:10.50000);	40
window2:98_36_26_10	(Sample2:4.00000,(Sample3:3.00000,Sample4:11.00000):8.00000,Sample1:25.00000);	40
window2:92_35_19_69	(Sample3:3.00000,(Sample2:6.00000,Sample4:16.00000):2.00000,Sample1:20.00000);	35
window2:91_15_90_65	(Sample2:5.00000,(Sample3:6.00000,Sample4:15.00000):5.00000,Sample1:10.00000);	32
window2:98_31_86_24	(Sample3:4.00000,(Sample2:6.00000,Sample4:21.00000):8.00000,Sample1:12.00000);	40
window2:91_31_72_64	(Sample3:8.50000,(Sample2:6.50000,Sample4:24.50000):1.50000,Sample1:7.50000);	36
window2:91_33_8_79	(Sample3:7.00000,(Sample2:12.00000,Sample4:14.00000):3.00000,Sample1:11.00000);	36
window2:97_12_23_9	(Sample2:8.50000,(Sample3:4.50000,Sample4:9.50000):3.50000,Sample1:20.50000);	35
window2:94_18_8_89	(Sample3:3.50000,(Sample2:5.50000,Sample4:14.50000):3.50000,Sample1:20.50000);	36
window2:93_15_23_32	(Sample2:4.50000,(Sample3:3.50000,Sample4:9.50000):12.50000,Sample1:16.50000);	38
window2:95_35_49_29	(Sample3:11.00000,(Sample2:3.00000,Sample4:13.00000):5.00000,Sample1:16.00000);	37
window2:96_36_1_83	((Sample2:8.50000,Sample3:6.50000):3.50000,Sample4:8.50000,Sample1:21.50000);	37
window2:95_54_76_52	((Sample2:4.50000,Sample3:11.50000):4.50000,Sample4:16.50000,Sample1:13.50000);	39
window2:98_70_62_79	(Sample2:5.00000,(Sample3:3.00000,Sample4:21.00000):1.00000,Sample1:16.00000);	34
window2:98_31_78_79	((Sample2:9.00000,Sample3:7.00000):2.00000,Sample4:25.00000,Sample1:13.00000);	42
window2:95_82_58_2	(Sample3:11.00000,(Sample2:5.00000,Sample4:21.00000):3.00000,Sample1:12.00000);	39
window2:91_44_19_50	(Sample3:4.50000,(Sample2:4.50000,Sample4:20.50000):1.50000,Sample1:12.50000);	33
window2:91_3_40_64	(Sample2:8.50000,(Sample3:6.50000,Sample4:22.50000):0.50000,Sample1:10.50000);	36
window2:98_53_90_69	(Sample2:5.50000,(Sample3:6.50000,Sample4:15.50000):7.50000,Sample1:15.50000);	39
window2:98_46_17_27	(Sample2:2.00000,(Sample3:5.00000,Sample4:10.00000):14.00000,Sample1:13.00000);	36
window2:93_3_75_37	((Sample2:4.00000,Sample3:6.00000):5.00000,Sample4:21.00000,Sample1:16.00000);	40
window2:94_12_47_68	(Sample3:4.50000,(Sample2:3.50000,Sample4:17.50000):10.50000,Sample1:15.50000);	41
window2:97_16_59_67	(Sample3:4.50000,(Sample2:6.50000,Sample4:15.50000):9.50000,Sample1:11.50000);	38
window2:91_43_42_27	(Sample2:6.50000,(Sample3:6.50000,Sample4:10.50000):10.50000,Sample1:9.50000);	35
window2:95_35_63_51	(Sample3:6.50000,(Sample2:8.50000,Sample4:12.50000):2.50000,Sample1:13.50000);	33
window2:96_20_58_88	(Sample3:7.00000,(Sample2:3.00000,Sample4:19.00000):12.00000,Sample1:10.00000);	41
window2:94_13_63_51	(Sample3:3.50000,(Sample2:10.50000,Sample4:16.50000):1.50000,Sample1:13.50000);	34
window2:97_80_76_89	(Sample2:9.00000,(Sample3:13.00000,Sample4:20.00000):3.00000,Sample1:12.00000);	43
window2:93_20_85_65	(Sample2:7.00000,(Sample3:7.00000,Sample4:11.00000):5.00000,Sample1:16.00000);	35
window2:95_82_40_89	(Sample3:5.50000,(Sample2:4.50000,Sample4:16.50000):4.50000,Sample1:13.50000);	34
window2:93_82_11_32	(Sample3:6.00000,(Sample2:4.00000,Sample4:20.00000):3.00000,Sample1:17.00000);	38
window2:94_36_61_27	(Sample3:8.50000,(Sample2:7.50000,Sample4:13.50000):6.50000,Sample1:14.50000);	39
window2:94_5_90_9	(Sample3:3.00000,(Sample2:5.00000,Sample4:11.00000):9.00000,Sample1:19.00000);	37
window2:93_22_47_6	(Sample3:7.00000,(Sample2:5.00000,Sample4:22.00000):5.00000,Sample1:13.00000);	40
window2:97_16_59_27	(Sample3:4.50000,(Sample2:12.50000,Sample4:12.50000):3.50000,Sample1:11.50000);	34
window2:92_70_74_52	(Sample2:5.50000,(Sample3:9.50000,Sample4:8.50000):9.50000,Sample1:18.50000);	41
window2:97_35_61_65	(Sample3:12.00000,(Sample2:7.00000,Sample4:14.00000):3.00000,Sample1:15.00000);	39
window2:96_3_45_52	(Sample2:9.50000,(Sample3:5.50000,Sample4:12.50000):4.50000,Sample1:18.50000);	39
window2:96_21_77_34	(Sample2:3.00000,(Sample3:8.00000,Sample4:14.00000):9.00000,Sample1:16.00000);	39
window2:91_35_71_2	(Sample3:12.00000,(Sample2:2.00000,Sample4:17.00000):9.00000,Sample1:8.00000);	38
window2:98_16_63_27	(Sample3:4.00000,(Sample2:7.00000,Sample4:18.00000):6.00000,Sample1:12.00000);	36
window2:92_31_87_2	(Sample2:6.50000,(Sample3:7.50000,Sample4:9.50000):13.50000,Sample1:13.50000);	41
window2:98_3_77_10	(Sample2:7.50000,(Sample3:3.50000,Sample4:13.50000):10.50000,Sample1:18.50000);	42
window2:91_38_74_73	(Sample2:6.00000,(Sample3:10.00000,Sample4:13.00000):10.00000,Sample1:10.00000);	39
window2:91_36_11_89	(Sample3:6.50000,(Sample2:4.50000,Sample4:15.50000):3.50000,Sample1:12.50000);	32
window2:92_82_76_68	(Sample3:10.00000,(Sample2:3.00000,Sample4:22.00000):6.00000,Sample1:15.00000);	43
window2:97_82_45_10	(Sample2:3.50000,(Sample3:4.50000,Sample4:18.50000):1.50000,Sample1:17.50000);	34
window2:98_3_90_51	(Sample2:11.00000,(Sample3:5.00000,Sample4:10.00000):9.00000,Sample1:15.00000);	39
window2:91_15_45_56	(Sample2:3.50000,(Sample3:6.50000,Sample4:13.50000):5.50000,Sample1:11.50000);	31
window2:98_60_28_81	(Sample3:7.00000,(Sample2:4.00000,Sample4:22.00000):8.00000,Sample1:10.00000);	40
window2:96_20_57_73	(Sample3:11.00000,(Sample2:8.00000,Sample4:17.00000):6.00000,Sample1:12.00000);	42
window2:96_15_28_89	(Sample3:10.50000,(Sample2:6.50000,Sample4:18.50000):5.50000,Sample1:12.50000);	41
window2:94_38_90_27	(Sample2:14.00000,(Sample3:5.00000,Sample4:12.00000):6.00000,Sample1:12.00000);	38
window2:97_60_61_88	(Sample3:13.50000,(Sample2:5.50000,Sample4:22.50000):1.50000,Sample1:13.50000);	42
window2:95_12_75_50	(Sample3:14.00000,(Sample2:4.00000,Sample4:18.00000):4.00000,Sample1:16.00000);	43
window2:94_15_72_83	(Sample3:9.50000,(Sample2:8.50000,Sample4:13.50000):5.50000,Sample1:8.50000);	35
window2:93_20_48_30	((Sample2:8.50000,Sample3:14.50000):3.50000,Sample4:3.50000,Sample1:13.50000);	33
window2:96_80_76_83	(Sample2:8.50000,(Sample3:10.50000,Sample4:15.50000):4.50000,Sample1:9.50000);	37
window2:97_44_4_51	(Sample2:6.00000,(Sample3:11.00000,Sample4:10.00000):4.00000,Sample1:14.00000);	34
window2:93_33_78_2	(Sample3:11.50000,(Sample2:7.50000,Sample4:14.50000):10.50000,Sample1:14.50000);	46
window2:95_12_26_79	(Sample2:9.50000,(Sample3:2.50000,Sample4:8.50000):6.50000,Sample1:16.50000);	34
window2:91_70_4_34	(Sample2:4.00000,(Sample3:8.00000,Sample4:11.00000):12.00000,Sample1:10.00000);	36
window2:95_80_48_84	(Sample2:7.50000,(Sample3:7.50000,Sample4:7.50000):9.50000,Sample1:10.50000);	34
window2:98_16_23_37	(Sample2:3.00000,(Sample3:5.00000,Sample4:12.00000):9.00000,Sample1:22.00000);	40
window2:94_31_78_9	((Sample2:5.00000,Sample3:11.00000):1.00000,Sample4:24.00000,Sample1:14.00000);	41
window2:91_54_78_68	(Sample3:11.00000,(Sample2:4.00000,Sample4:23.00000):1.00000,Sample1:11.00000);	37
window2:97_53_17_67	(Sample2:10.00000,(Sample3:3.00000,Sample4:11.00000):8.00000,Sample1:16.00000);	38
window2:91_22_42_6	(Sample2:6.50000,(Sample3:2.50000,Sample4:10.50000):9.50000,Sample1:13.50000);	34
window2:95_80_45_88	(Sample2:6.50000,(Sample3:7.50000,Sample4:18.50000):6.50000,Sample1:11.50000);	39
window2:98_60_61_88	(Sample3:6.50000,(Sample2:3.50000,Sample4:24.50000):8.50000,Sample1:11.50000);	43
window2:95_44_25_64	(Sample2:3.00000,(Sample3:8.00000,Sample4:10.00000):9.00000,Sample1:16.00000);	36
window2:94_20_48_68	(Sample2:4.00000,(Sample3:7.00000,Sample4:11.00000):10.00000,Sample1:19.00000);	40
window2:95_44_57_37	((Sample2:3.50000,Sample3:14.50000):1.50000,Sample4:20.50000,Sample1:13.50000);	40
window2:93_60_61_73	(Sample3:11.00000,(Sample2:7.00000,Sample4:22.00000):2.00000,Sample1:12.00000);	41
window2:96_16_28_68	(Sample3:6.50000,(Sample2:4.50000,Sample4:19.50000):8.50000,Sample1:16.50000);	43
window2:97_33_72_32	(Sample3:10.50000,(Sample2:7.50000,Sample4:12.50000):11.50000,Sample1:11.50000);	43
window2:92_12_1_56	(Sample3:6.00000,(Sample2:5.00000,Sample4:13.00000):2.00000,Sample1:25.00000);	38
window2:94_54_75_56	(Sample3:9.00000,(Sample2:4.00000,Sample4:22.00000):3.00000,Sample1:16.00000);	41
window2:93_54_87_24	(Sample2:7.00000,(Sample3:7.00000,Sample4:12.00000):9.00000,Sample1:16.00000);	40
window2:91_39_14_27	(Sample3:11.00000,(Sample2:6.00000,Sample4:9.00000):13.00000,Sample1:8.00000);	38
window2:95_36_11_89	(Sample3:3.50000,(Sample2:4.50000,Sample4:15.50000):6.50000,Sample1:14.50000);	35
window2:91_12_45_81	((Sample2:3.50000,Sample3:4.50000):3.50000,Sample4:18.50000,Sample1:14.50000);	34
